"","firstname","sex","race","call_back"
"932","Laurie","female","white","No"
"933","Meredith","female","white","No"
"934","Tamika","female","black","No"
"935","Aisha","female","black","No"
"936","Anne","female","white","No"
"937","Keisha","female","black","No"
"938","Laurie","female","white","No"
"939","Carrie","female","white","No"
"940","Kenya","female","black","No"
"941","Lakisha","female","black","No"
"942","Laurie","female","white","No"
"943","Emily","female","white","No"
"944","Greg","male","white","No"
"945","Lakisha","female","black","No"
"946","Latoya","female","black","No"
"947","Jill","female","white","No"
"948","Kristen","female","white","No"
"949","Latoya","female","black","No"
"950","Tamika","female","black","No"
"951","Ebony","female","black","No"
"952","Emily","female","white","No"
"953","Kristen","female","white","Yes"
"954","Latoya","female","black","No"
"955","Allison","female","white","No"
"956","Latoya","female","black","No"
"957","Carrie","female","white","No"
"958","Keisha","female","black","No"
"959","Kristen","female","white","No"
"960","Latoya","female","black","No"
"961","Allison","female","white","No"
"962","Anne","female","white","No"
"963","Lakisha","female","black","No"
"964","Tamika","female","black","No"
"965","Ebony","female","black","No"
"966","Kristen","female","white","No"
"967","Meredith","female","white","No"
"968","Tanisha","female","black","No"
"969","Allison","female","white","No"
"970","Emily","female","white","No"
"971","Tamika","female","black","No"
"972","Tanisha","female","black","No"
"973","Allison","female","white","No"
"974","Kenya","female","black","No"
"975","Laurie","female","white","No"
"976","Tamika","female","black","No"
"977","Allison","female","white","Yes"
"978","Ebony","female","black","No"
"979","Jill","female","white","No"
"980","Keisha","female","black","No"
"981","Allison","female","white","No"
"982","Carrie","female","white","No"
"983","Ebony","female","black","No"
"984","Tamika","female","black","No"
"985","Carrie","female","white","No"
"986","Keisha","female","black","No"
"987","Kenya","female","black","No"
"988","Sarah","female","white","Yes"
"989","Ebony","female","black","Yes"
"990","Laurie","female","white","No"
"991","Allison","female","white","No"
"992","Keisha","female","black","No"
"993","Kristen","female","white","No"
"994","Tamika","female","black","No"
"995","Ebony","female","black","No"
"996","Keisha","female","black","No"
"997","Meredith","female","white","No"
"998","Sarah","female","white","No"
"999","Anne","female","white","No"
"1000","Brad","male","white","No"
"1001","Brett","male","white","No"
"1002","Brett","male","white","No"
"1003","Darnell","male","black","No"
"1004","Ebony","female","black","No"
"1005","Emily","female","white","No"
"1006","Geoffrey","male","white","No"
"1007","Jamal","male","black","No"
"1008","Jay","male","white","No"
"1009","Jay","male","white","Yes"
"1010","Jermaine","male","black","No"
"1011","Jermaine","male","black","No"
"1012","Jill","female","white","No"
"1013","Jill","female","white","No"
"1014","Kareem","male","black","No"
"1015","Keisha","female","black","No"
"1016","Kenya","female","black","No"
"1017","Kristen","female","white","No"
"1018","Latonya","female","black","No"
"1019","Latonya","female","black","No"
"1020","Latonya","female","black","No"
"1021","Laurie","female","white","No"
"1022","Leroy","male","black","No"
"1023","Leroy","male","black","No"
"1024","Leroy","male","black","No"
"1025","Leroy","male","black","No"
"1026","Matthew","male","white","No"
"1027","Meredith","female","white","No"
"1028","Neil","male","white","No"
"1029","Neil","male","white","No"
"1030","Neil","male","white","No"
"1031","Neil","male","white","No"
"1032","Rasheed","male","black","No"
"1033","Rasheed","male","black","No"
"1034","Tanisha","female","black","No"
"1035","Todd","male","white","No"
"1036","Todd","male","white","No"
"1037","Tyrone","male","black","No"
"1038","Tyrone","male","black","No"
"1039","Allison","female","white","No"
"1040","Jill","female","white","No"
"1041","Latonya","female","black","No"
"1042","Tamika","female","black","No"
"1043","Jill","female","white","No"
"1044","Kenya","female","black","No"
"1045","Kristen","female","white","No"
"1046","Tamika","female","black","No"
"1047","Brett","male","white","No"
"1048","Hakim","male","black","No"
"1049","Laurie","female","white","Yes"
"1050","Rasheed","male","black","No"
"1051","Carrie","female","white","No"
"1052","Ebony","female","black","No"
"1053","Latonya","female","black","No"
"1054","Meredith","female","white","No"
"1055","Allison","female","white","No"
"1056","Ebony","female","black","No"
"1057","Latoya","female","black","No"
"1058","Laurie","female","white","No"
"1059","Carrie","female","white","No"
"1060","Kenya","female","black","No"
"1061","Lakisha","female","black","No"
"1062","Meredith","female","white","No"
"1063","Aisha","female","black","No"
"1064","Anne","female","white","No"
"1065","Kristen","female","white","No"
"1066","Tanisha","female","black","No"
"1067","Anne","female","white","No"
"1068","Anne","female","white","No"
"1069","Ebony","female","black","No"
"1070","Tanisha","female","black","No"
"1071","Kenya","female","black","No"
"1072","Kristen","female","white","No"
"1073","Meredith","female","white","No"
"1074","Tanisha","female","black","No"
"1075","Aisha","female","black","No"
"1076","Carrie","female","white","No"
"1077","Latonya","female","black","No"
"1078","Laurie","female","white","No"
"1079","Ebony","female","black","No"
"1080","Jill","female","white","Yes"
"1081","Keisha","female","black","No"
"1082","Laurie","female","white","No"
"1083","Ebony","female","black","No"
"1084","Emily","female","white","No"
"1085","Laurie","female","white","No"
"1086","Tamika","female","black","No"
"1087","Jill","female","white","No"
"1088","Lakisha","female","black","No"
"1089","Latoya","female","black","No"
"1090","Laurie","female","white","No"
"1091","Anne","female","white","No"
"1092","Kenya","female","black","No"
"1093","Latoya","female","black","No"
"1094","Laurie","female","white","No"
"1095","Allison","female","white","No"
"1096","Jill","female","white","No"
"1097","Kenya","female","black","No"
"1098","Lakisha","female","black","No"
"1099","Kristen","female","white","No"
"1100","Latoya","female","black","No"
"1101","Sarah","female","white","No"
"1102","Tanisha","female","black","No"
"1103","Emily","female","white","No"
"1104","Jill","female","white","No"
"1105","Lakisha","female","black","No"
"1106","Latonya","female","black","No"
"1107","Neil","male","white","No"
"1108","Tyrone","male","black","No"
"1109","Allison","female","white","No"
"1110","Anne","female","white","No"
"1111","Kenya","female","black","No"
"1112","Tamika","female","black","No"
"1113","Kristen","female","white","Yes"
"1114","Tamika","female","black","No"
"1115","Anne","female","white","No"
"1116","Ebony","female","black","No"
"1117","Jill","female","white","No"
"1118","Tanisha","female","black","No"
"1119","Aisha","female","black","No"
"1120","Allison","female","white","No"
"1121","Latoya","female","black","No"
"1122","Laurie","female","white","No"
"1123","Allison","female","white","No"
"1124","Anne","female","white","No"
"1125","Latonya","female","black","No"
"1126","Latoya","female","black","No"
"1127","Ebony","female","black","No"
"1128","Jill","female","white","No"
"1129","Keisha","female","black","No"
"1130","Laurie","female","white","No"
"1131","Aisha","female","black","No"
"1132","Emily","female","white","No"
"1133","Jill","female","white","No"
"1134","Keisha","female","black","No"
"1135","Aisha","female","black","No"
"1136","Brendan","male","white","No"
"1137","Brendan","male","white","No"
"1138","Carrie","female","white","No"
"1139","Darnell","male","black","No"
"1140","Ebony","female","black","No"
"1141","Geoffrey","male","white","No"
"1142","Jamal","male","black","No"
"1143","Jamal","male","black","No"
"1144","Jay","male","white","No"
"1145","Jay","male","white","No"
"1146","Jermaine","male","black","No"
"1147","Jill","female","white","No"
"1148","Kareem","male","black","No"
"1149","Kristen","female","white","No"
"1150","Latoya","female","black","No"
"1151","Leroy","male","black","No"
"1152","Leroy","male","black","No"
"1153","Neil","male","white","No"
"1154","Rasheed","male","black","No"
"1155","Sarah","female","white","No"
"1156","Todd","male","white","No"
"1157","Todd","male","white","No"
"1158","Tremayne","male","black","No"
"1159","Allison","female","white","No"
"1160","Anne","female","white","No"
"1161","Latoya","female","black","No"
"1162","Tamika","female","black","No"
"1163","Latonya","female","black","No"
"1164","Laurie","female","white","Yes"
"1165","Meredith","female","white","Yes"
"1166","Tamika","female","black","Yes"
"1167","Emily","female","white","No"
"1168","Kenya","female","black","No"
"1169","Kristen","female","white","No"
"1170","Tanisha","female","black","No"
"1171","Ebony","female","black","No"
"1172","Emily","female","white","Yes"
"1173","Latoya","female","black","No"
"1174","Sarah","female","white","No"
"1175","Ebony","female","black","No"
"1176","Jill","female","white","No"
"1177","Kristen","female","white","No"
"1178","Tanisha","female","black","No"
"1179","Emily","female","white","No"
"1180","Kenya","female","black","No"
"1181","Sarah","female","white","No"
"1182","Tamika","female","black","No"
"1183","Ebony","female","black","No"
"1184","Kristen","female","white","No"
"1185","Laurie","female","white","No"
"1186","Tanisha","female","black","No"
"1187","Allison","female","white","Yes"
"1188","Ebony","female","black","No"
"1189","Kareem","male","black","No"
"1190","Neil","male","white","No"
"1191","Aisha","female","black","No"
"1192","Anne","female","white","No"
"1193","Ebony","female","black","No"
"1194","Jill","female","white","No"
"1195","Jill","female","white","No"
"1196","Keisha","female","black","No"
"1197","Lakisha","female","black","No"
"1198","Meredith","female","white","No"
"1199","Aisha","female","black","No"
"1200","Anne","female","white","No"
"1201","Carrie","female","white","No"
"1202","Kenya","female","black","No"
"1203","Aisha","female","black","No"
"1204","Emily","female","white","No"
"1205","Meredith","female","white","No"
"1206","Tanisha","female","black","No"
"1207","Aisha","female","black","No"
"1208","Allison","female","white","No"
"1209","Emily","female","white","No"
"1210","Kenya","female","black","No"
"1211","Allison","female","white","No"
"1212","Kristen","female","white","Yes"
"1213","Lakisha","female","black","Yes"
"1214","Tamika","female","black","Yes"
"1215","Aisha","female","black","No"
"1216","Emily","female","white","No"
"1217","Kristen","female","white","No"
"1218","Tanisha","female","black","No"
"1219","Aisha","female","black","No"
"1220","Carrie","female","white","No"
"1221","Meredith","female","white","No"
"1222","Tanisha","female","black","No"
"1223","Anne","female","white","No"
"1224","Jill","female","white","No"
"1225","Lakisha","female","black","No"
"1226","Tanisha","female","black","No"
"1227","Emily","female","white","No"
